heatingHomeDwellingType,heatingHomeNoOfBedrooms,heatingHomeFuel,heatingHomeAge,heatingType,heatingKgCO2Year,units,heatingSource,default
Flat,5,Coal,Pre 1930,Boiler - manual feed,12337,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Coal,Pre 1930,Boiler automatic (gravity) feed,11309,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Coal,Pre 1930,Open fires,18945,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Coal,Pre 1930,Closed room heaters,11488,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Coal,Post 1995,Boiler - manual feed,8206,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Coal,Post 1995,Boiler automatic (gravity) feed,7522,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Coal,Post 1995,Open fires,11846,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Coal,Post 1995,Closed room heaters,7701,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Gas,1930 - 1995,Boiler (old - 12 - 15yrs old),5711,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Gas,1930 - 1995,Boiler (average - 5-10yrs old),4759,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Gas,1930 - 1995,Boiler (new - less than 5 yrs old),4393,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Gas,1930 - 1995,Room Heaters,6970,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Gas,1930 - 1995,Warm Air,4895,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Gas,1930 - 1995,Back boiler,5271,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Gas,1930 - 1995,Boiler (Condensing),3894,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Gas,Pre 1930,Boiler (old - 12 - 15yrs old),6670,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Gas,Pre 1930,Boiler (average - 5-10yrs old),5558,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Gas,Pre 1930,Boiler (new - less than 5 yrs old),5131,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Gas,Pre 1930,Room Heaters,7963,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Gas,Pre 1930,Warm Air,5717,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Gas,Pre 1930,Back boiler,6157,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Gas,Pre 1930,Boiler (Condensing),4548,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Gas,Post 1995,Boiler (old - 12 - 15yrs old),4514,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Gas,Post 1995,Boiler (average - 5-10yrs old),3762,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Gas,Post 1995,Boiler (new - less than 5 yrs old),3472,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Gas,Post 1995,Room Heaters,5733,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Gas,Post 1995,Warm Air,3869,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Gas,Post 1995,Back boiler,4167,kgCO2/year,defra/BRE/dgen 2007,
Flat,5,Gas,Post 1995,Boiler (Condensing),3078,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Oil,1930 - 1995,Boiler (old - 12 - 15yrs old),7846,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Oil,1930 - 1995,Boiler (average - 5-10yrs old),6375,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Oil,1930 - 1995,Boiler (new - less than 5 yrs old),6000,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Oil,1930 - 1995,Room Heaters,9795,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Oil,1930 - 1995,Boiler (Condensing),5667,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Oil,1930 - 1995,Warm Air,7286,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Oil,Pre 1930,Boiler (old - 12 - 15yrs old),9174,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Oil,Pre 1930,Boiler (average - 5-10yrs old),7454,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Oil,Pre 1930,Boiler (new - less than 5 yrs old),7015,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Oil,Pre 1930,Room Heaters,11363,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Oil,Pre 1930,Boiler (Condensing),6625,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Oil,Pre 1930,Warm Air,8518,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Oil,Post 1995,Boiler (old - 12 - 15yrs old),6233,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Oil,Post 1995,Boiler (average - 5-10yrs old),5065,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Oil,Post 1995,Boiler (new - less than 5 yrs old),4767,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Oil,Post 1995,Room Heaters,7888,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Oil,Post 1995,Boiler (Condensing),4502,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Oil,Post 1995,Warm Air,5788,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,LPG,1930 - 1995,Boiler (old - 12 - 15yrs old),7349,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,LPG,1930 - 1995,Boiler (average - 5-10yrs old),6124,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,LPG,1930 - 1995,Boiler (new - less than 5 yrs old),5512,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,LPG,1930 - 1995,Boiler (Condensing),5011,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,LPG,Pre 1930,Boiler (old - 12 - 15yrs old),8584,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,LPG,Pre 1930,Boiler (average - 5-10yrs old),7153,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,LPG,Pre 1930,Boiler (new - less than 5 yrs old),6438,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,LPG,Pre 1930,Boiler (Condensing),5852,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,LPG,Post 1995,Boiler (old - 12 - 15yrs old),5809,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,LPG,Post 1995,Boiler (average - 5-10yrs old),4841,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,LPG,Post 1995,Boiler (new - less than 5 yrs old),4357,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,LPG,Post 1995,Boiler (Condensing),3961,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Biomass,1930 - 1995,Boiler (wood chip/pellets),850,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Biomass,1930 - 1995,Stove,4080,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Biomass,Pre 1930,Boiler (wood chip/pellets),1003,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Biomass,Pre 1930,Stove,4233,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Biomass,Post 1995,Boiler (wood chip/pellets),667,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Biomass,Post 1995,Stove,3897,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Electricity,1930 - 1995,Modern storage heaters (slim line),11935,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Electricity,1930 - 1995,old storage heaters (large volume),11935,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Electricity,1930 - 1995,room heaters (convector panel or radiant heaters),10597,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Electricity,Pre 1930,Modern storage heaters (slim line),14101,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Electricity,Pre 1930,old storage heaters (large volume),14101,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Electricity,Pre 1930,room heaters (convector panel or radiant heaters),12361,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Electricity,Post 1995,Modern storage heaters (slim line),9363,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Electricity,Post 1995,old storage heaters (large volume),9363,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Electricity,Post 1995,room heaters (convector panel or radiant heaters),8397,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Coal,1930 - 1995,Boiler - manual feed,12261,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Coal,1930 - 1995,Boiler automatic (gravity) feed,11239,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Coal,1930 - 1995,Open fires,18423,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Coal,1930 - 1995,Closed room heaters,11448,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Coal,Pre 1930,Boiler - manual feed,14469,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Coal,Pre 1930,Boiler automatic (gravity) feed,13264,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Coal,Pre 1930,Open fires,22219,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Coal,Pre 1930,Closed room heaters,13473,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Coal,Post 1995,Boiler - manual feed,9625,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Coal,Post 1995,Boiler automatic (gravity) feed,8822,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Coal,Post 1995,Open fires,13892,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Coal,Post 1995,Closed room heaters,9032,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Gas,1930 - 1995,Boiler (old - 12 - 15yrs old),6697,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Gas,1930 - 1995,Boiler (average - 5-10yrs old),5581,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Gas,1930 - 1995,Boiler (new - less than 5 yrs old),5152,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Gas,1930 - 1995,Room Heaters,8175,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Gas,1930 - 1995,Warm Air,5740,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Gas,1930 - 1995,Back boiler,6182,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Gas,1930 - 1995,Boiler (Condensing),4566,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Gas,Pre 1930,Boiler (old - 12 - 15yrs old),7822,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Gas,Pre 1930,Boiler (average - 5-10yrs old),6519,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Gas,Pre 1930,Boiler (new - less than 5 yrs old),6017,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Gas,Pre 1930,Room Heaters,9338,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Gas,Pre 1930,Warm Air,6705,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Gas,Pre 1930,Back boiler,7221,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Gas,Pre 1930,Boiler (Condensing),5333,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Gas,Post 1995,Boiler (old - 12 - 15yrs old),5294,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Gas,Post 1995,Boiler (average - 5-10yrs old),4412,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Gas,Post 1995,Boiler (new - less than 5 yrs old),4072,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Gas,Post 1995,Room Heaters,6723,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Gas,Post 1995,Warm Air,4538,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Gas,Post 1995,Back boiler,4887,kgCO2/year,defra/BRE/dgen 2007,
Flat,more than 5,Gas,Post 1995,Boiler (Condensing),3610,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Oil,1930 - 1995,Boiler (old - 12 - 15yrs old),5543,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Oil,1930 - 1995,Boiler (average - 5-10yrs old),4503,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Oil,1930 - 1995,Boiler (new - less than 5 yrs old),4238,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Oil,1930 - 1995,Room Heaters,6815,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Oil,1930 - 1995,Boiler (Condensing),4003,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Oil,1930 - 1995,Warm Air,5147,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Oil,Pre 1930,Boiler (old - 12 - 15yrs old),6880,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Oil,Pre 1930,Boiler (average - 5-10yrs old),5590,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Oil,Pre 1930,Boiler (new - less than 5 yrs old),5261,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Oil,Pre 1930,Room Heaters,8396,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Oil,Pre 1930,Boiler (Condensing),4969,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Oil,Pre 1930,Warm Air,6389,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Oil,Post 1995,Boiler (old - 12 - 15yrs old),3954,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Oil,Post 1995,Boiler (average - 5-10yrs old),3212,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Oil,Post 1995,Boiler (new - less than 5 yrs old),3023,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Oil,Post 1995,Room Heaters,4938,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Oil,Post 1995,Boiler (Condensing),2855,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Oil,Post 1995,Warm Air,3671,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,LPG,1930 - 1995,Boiler (old - 12 - 15yrs old),5199,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,LPG,1930 - 1995,Boiler (average - 5-10yrs old),4332,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,LPG,1930 - 1995,Boiler (new - less than 5 yrs old),3899,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,LPG,1930 - 1995,Boiler (Condensing),3544,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,LPG,Pre 1930,Boiler (old - 12 - 15yrs old),6464,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,LPG,Pre 1930,Boiler (average - 5-10yrs old),5386,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,LPG,Pre 1930,Boiler (new - less than 5 yrs old),4848,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,LPG,Pre 1930,Boiler (Condensing),4407,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,LPG,Post 1995,Boiler (old - 12 - 15yrs old),3711,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,LPG,Post 1995,Boiler (average - 5-10yrs old),3092,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,LPG,Post 1995,Boiler (new - less than 5 yrs old),2783,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,LPG,Post 1995,Boiler (Condensing),2530,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Biomass,1930 - 1995,Boiler (wood chip/pellets),609,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Biomass,1930 - 1995,Stove,2286,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Biomass,Pre 1930,Boiler (wood chip/pellets),767,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Biomass,Pre 1930,Stove,2444,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Biomass,Post 1995,Boiler (wood chip/pellets),427,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Biomass,Post 1995,Stove,2104,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Electricity,1930 - 1995,Modern storage heaters (slim line),8579,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Electricity,1930 - 1995,old storage heaters (large volume),8579,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Electricity,1930 - 1995,room heaters (convector panel or radiant heaters),7471,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Electricity,Pre 1930,Modern storage heaters (slim line),10818,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Electricity,Pre 1930,old storage heaters (large volume),10818,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Electricity,Pre 1930,room heaters (convector panel or radiant heaters),9279,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Electricity,Post 1995,Modern storage heaters (slim line),5992,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Electricity,Post 1995,old storage heaters (large volume),5992,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Electricity,Post 1995,room heaters (convector panel or radiant heaters),5345,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Coal,1930 - 1995,Boiler - manual feed,8789,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Coal,1930 - 1995,Boiler automatic (gravity) feed,8056,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Coal,1930 - 1995,Open fires,13718,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Coal,1930 - 1995,Closed room heaters,8159,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Coal,Pre 1930,Boiler - manual feed,11063,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Coal,Pre 1930,Boiler automatic (gravity) feed,10141,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Coal,Pre 1930,Open fires,17627,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Coal,Pre 1930,Closed room heaters,10244,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Coal,Post 1995,Boiler - manual feed,6152,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Coal,Post 1995,Boiler automatic (gravity) feed,5639,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Coal,Post 1995,Open fires,9186,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Coal,Post 1995,Closed room heaters,5742,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Gas,1930 - 1995,Boiler (old - 12 - 15yrs old),4737,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Gas,1930 - 1995,Boiler (average - 5-10yrs old),3948,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Gas,1930 - 1995,Boiler (new - less than 5 yrs old),3644,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Gas,1930 - 1995,Room Heaters,5544,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Gas,1930 - 1995,Warm Air,4061,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Gas,1930 - 1995,Back boiler,4373,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Gas,1930 - 1995,Boiler (Condensing),3230,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Gas,Pre 1930,Boiler (old - 12 - 15yrs old),5890,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Gas,Pre 1930,Boiler (average - 5-10yrs old),4909,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Gas,Pre 1930,Boiler (new - less than 5 yrs old),4531,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Gas,Pre 1930,Room Heaters,6737,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Gas,Pre 1930,Warm Air,5049,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Gas,Pre 1930,Back boiler,5437,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Gas,Pre 1930,Boiler (Condensing),4016,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Gas,Post 1995,Boiler (old - 12 - 15yrs old),3382,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Gas,Post 1995,Boiler (average - 5-10yrs old),2818,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Gas,Post 1995,Boiler (new - less than 5 yrs old),2601,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Gas,Post 1995,Room Heaters,4141,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Gas,Post 1995,Warm Air,2898,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Gas,Post 1995,Back boiler,3121,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,1,Gas,Post 1995,Boiler (Condensing),2306,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Oil,1930 - 1995,Boiler (old - 12 - 15yrs old),5543,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Oil,1930 - 1995,Boiler (average - 5-10yrs old),4503,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Oil,1930 - 1995,Boiler (new - less than 5 yrs old),4238,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Oil,1930 - 1995,Room Heaters,6815,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Oil,1930 - 1995,Boiler (Condensing),4003,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Oil,1930 - 1995,Warm Air,5147,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Oil,Pre 1930,Boiler (old - 12 - 15yrs old),6880,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Oil,Pre 1930,Boiler (average - 5-10yrs old),5590,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Oil,Pre 1930,Boiler (new - less than 5 yrs old),5261,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Oil,Pre 1930,Room Heaters,8396,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Oil,Pre 1930,Boiler (Condensing),4969,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Oil,Pre 1930,Warm Air,6389,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Oil,Post 1995,Boiler (old - 12 - 15yrs old),3954,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Oil,Post 1995,Boiler (average - 5-10yrs old),3212,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Oil,Post 1995,Boiler (new - less than 5 yrs old),3023,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Oil,Post 1995,Room Heaters,4938,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Oil,Post 1995,Boiler (Condensing),2855,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Oil,Post 1995,Warm Air,3671,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,LPG,1930 - 1995,Boiler (old - 12 - 15yrs old),5199,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,LPG,1930 - 1995,Boiler (average - 5-10yrs old),4332,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,LPG,1930 - 1995,Boiler (new - less than 5 yrs old),3899,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,LPG,1930 - 1995,Boiler (Condensing),3544,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,LPG,Pre 1930,Boiler (old - 12 - 15yrs old),6464,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,LPG,Pre 1930,Boiler (average - 5-10yrs old),5386,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,LPG,Pre 1930,Boiler (new - less than 5 yrs old),4848,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,LPG,Pre 1930,Boiler (Condensing),4407,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,LPG,Post 1995,Boiler (old - 12 - 15yrs old),3711,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,LPG,Post 1995,Boiler (average - 5-10yrs old),3092,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,LPG,Post 1995,Boiler (new - less than 5 yrs old),2783,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,LPG,Post 1995,Boiler (Condensing),2530,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Biomass,1930 - 1995,Boiler (wood chip/pellets),609,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Biomass,1930 - 1995,Stove,2286,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Biomass,Pre 1930,Boiler (wood chip/pellets),767,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Biomass,Pre 1930,Stove,2444,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Biomass,Post 1995,Boiler (wood chip/pellets),427,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Biomass,Post 1995,Stove,2104,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Coal,1930 - 1995,Boiler - manual feed,8789,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Coal,1930 - 1995,Boiler automatic (gravity) feed,8056,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Coal,1930 - 1995,Open fires,13718,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Coal,1930 - 1995,Closed room heaters,8159,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Coal,Pre 1930,Boiler - manual feed,11063,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Coal,Pre 1930,Boiler automatic (gravity) feed,10141,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Coal,Pre 1930,Open fires,17627,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Coal,Pre 1930,Closed room heaters,10244,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Coal,Post 1995,Boiler - manual feed,6152,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Coal,Post 1995,Boiler automatic (gravity) feed,5639,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Coal,Post 1995,Open fires,9186,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Coal,Post 1995,Closed room heaters,5742,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Electricity,1930 - 1995,Modern storage heaters (slim line),8579,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Electricity,1930 - 1995,old storage heaters (large volume),8579,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Electricity,1930 - 1995,room heaters (convector panel or radiant heaters),7471,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Electricity,Pre 1930,Modern storage heaters (slim line),10818,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Electricity,Pre 1930,old storage heaters (large volume),10818,kgCO2/year,defra/BRE/dgen 2007,
Semi-detached House,2,Electricity,Pre 1930,room heaters (convector panel or radiant heaters),9279,kgCO2/year,defra/BRE/dgen 2007,
